ecole	sexe	age	adresse	fam_taille	parents	Mscol	Pscol	Mtravail	Ptravail	raisonChoix	adulReferent	tempsTrajet	tempsEtude	redoublement	soutienPedagoSup	soutienPedagoFamille	coursSup	activPara	creche	souhaitUniv	internet	relAmour	relationFamille	tempsLibre	sortiesAmis	alcoolSem	alcoolWeek	etatSante	absences	noteTrim1	noteTrim2	noteTrim3
GP	M	16	U	>3	ensembles	2	2	other	other	pref_cours	pere	1	2	0	non	non	non	non	oui	non	oui	non	4	3	5	2	4	4	4	10	10	10
GP	F	16	U	>3	ensembles	4	2	health	services	proche_maison	pere	1	2	0	non	non	oui	non	oui	oui	oui	oui	4	2	3	1	1	3	0	14	15	16
GP	F	16	U	>3	ensembles	2	2	other	other	proche_maison	mere	1	2	0	non	oui	oui	non	non	oui	oui	non	5	1	5	1	1	4	0	6	7	0
GP	F	16	U	>3	ensembles	4	4	health	health	reput_ecole	mere	1	2	0	non	oui	oui	non	oui	oui	oui	oui	4	4	2	1	1	3	0	14	14	14
GP	M	16	U	>3	ensembles	3	4	other	other	pref_cours	pere	3	1	2	non	oui	non	oui	non	oui	oui	non	3	4	5	2	4	2	0	6	5	0
GP	M	16	U	>3	ensembles	1	0	other	other	reput_ecole	mere	2	2	0	non	oui	oui	oui	oui	oui	oui	oui	4	3	2	1	1	3	2	13	15	16
GP	M	17	U	<=3	ensembles	4	4	teacher	other	reput_ecole	mere	1	2	0	non	oui	oui	oui	oui	oui	oui	non	4	4	4	1	3	5	0	13	11	10
GP	F	16	U	>3	ensembles	1	3	at_home	services	proche_maison	mere	1	2	3	non	non	non	oui	non	oui	oui	oui	4	3	5	1	1	3	0	8	7	0
GP	F	16	U	<=3	ensembles	3	3	other	other	reput_ecole	mere	2	2	0	non	oui	oui	oui	oui	oui	oui	non	4	4	5	1	1	4	4	10	11	9
GP	M	17	U	<=3	ensembles	4	3	teacher	other	pref_cours	mere	2	2	0	non	non	oui	oui	oui	oui	oui	non	4	4	4	4	4	4	4	10	9	9
GP	F	16	U	>3	ensembles	2	2	services	other	reput_ecole	mere	2	2	0	non	non	oui	oui	non	oui	oui	non	3	4	4	1	4	5	2	13	13	11
GP	M	17	U	>3	ensembles	3	3	other	other	reput_ecole	pere	1	2	0	non	non	non	oui	non	oui	oui	non	4	3	4	1	4	4	4	6	5	6
GP	M	16	R	>3	ensembles	4	2	teacher	services	autre	mere	1	1	0	non	oui	non	oui	oui	oui	oui	oui	4	3	3	3	4	3	10	10	8	9
GP	M	17	U	>3	ensembles	4	3	other	other	pref_cours	mere	1	2	0	non	oui	non	oui	oui	oui	oui	oui	5	2	3	1	1	2	4	10	10	11
GP	M	16	U	>3	ensembles	4	3	teacher	other	proche_maison	mere	1	2	0	non	oui	oui	oui	oui	oui	oui	non	3	4	3	2	3	3	10	9	8	8
GP	M	16	U	>3	ensembles	3	3	services	other	proche_maison	mere	1	2	0	non	non	oui	oui	oui	oui	oui	oui	4	2	3	1	2	3	2	12	13	12
GP	F	17	U	>3	ensembles	2	4	services	services	reput_ecole	pere	1	2	0	non	oui	non	oui	oui	oui	non	non	5	4	2	2	3	5	0	16	17	17
GP	F	17	U	<=3	ensembles	3	3	other	other	reput_ecole	mere	1	2	0	non	oui	non	oui	oui	oui	oui	oui	5	3	3	2	3	1	56	9	9	8
GP	F	16	U	>3	ensembles	3	2	other	other	reput_ecole	mere	1	2	0	non	oui	oui	non	oui	oui	oui	non	1	2	2	1	2	1	14	12	13	12
GP	M	17	U	>3	ensembles	3	3	services	services	autre	mere	1	2	0	non	oui	non	oui	oui	oui	oui	oui	4	3	4	2	3	4	12	12	12	11
GP	M	16	U	>3	ensembles	1	2	services	services	autre	mere	1	1	0	non	oui	oui	oui	oui	oui	oui	oui	3	3	3	1	2	3	2	11	12	11
GP	M	16	U	<=3	ensembles	2	1	other	other	pref_cours	mere	1	2	0	non	non	oui	oui	oui	oui	oui	oui	4	2	3	1	2	5	0	15	15	15
GP	F	17	U	>3	separes	3	3	health	other	reput_ecole	mere	1	2	0	non	oui	non	non	non	oui	oui	oui	3	3	3	1	3	3	6	8	7	9
GP	M	17	R	>3	ensembles	1	2	at_home	other	proche_maison	mere	1	2	0	non	non	non	non	oui	oui	non	non	3	1	3	1	5	3	4	8	9	10
GP	F	16	U	>3	ensembles	2	3	services	services	pref_cours	mere	1	2	0	non	non	non	non	oui	oui	oui	non	4	3	3	1	1	2	10	11	12	13
GP	F	17	U	>3	ensembles	1	1	at_home	services	pref_cours	mere	1	2	0	non	non	non	oui	oui	oui	oui	non	5	3	3	1	1	3	0	8	8	9
GP	M	17	U	>3	ensembles	1	2	at_home	services	autre	autre	2	2	0	non	non	oui	oui	non	oui	oui	non	4	4	4	4	5	5	12	7	8	8
GP	M	16	R	>3	ensembles	3	3	services	services	reput_ecole	mere	1	1	0	non	oui	non	oui	oui	oui	oui	non	4	3	2	3	4	5	8	8	9	10
GP	M	16	U	>3	ensembles	2	3	other	other	proche_maison	pere	2	1	0	non	non	non	non	oui	oui	oui	non	5	3	3	1	1	3	0	13	14	14
GP	F	17	U	<=3	ensembles	2	4	services	services	pref_cours	pere	1	2	0	non	non	non	oui	oui	oui	oui	oui	4	3	2	1	1	5	0	14	15	15
GP	M	17	U	>3	ensembles	4	4	services	teacher	proche_maison	mere	1	1	0	non	non	non	non	oui	oui	oui	non	5	2	3	1	2	5	4	17	15	16
GP	M	16	R	<=3	ensembles	3	3	teacher	other	proche_maison	pere	3	1	0	non	oui	oui	oui	oui	oui	oui	non	3	3	4	3	5	3	8	9	9	10
GP	F	17	U	>3	ensembles	4	4	services	teacher	proche_maison	mere	2	1	1	non	oui	non	non	oui	oui	oui	non	4	2	4	2	3	2	24	18	18	18
GP	F	16	U	<=3	ensembles	4	4	teacher	teacher	reput_ecole	mere	1	2	0	non	oui	oui	non	oui	oui	oui	non	4	5	2	1	2	3	0	9	9	10
GP	F	16	U	>3	ensembles	4	3	health	other	proche_maison	mere	1	2	0	non	oui	non	oui	oui	oui	oui	non	4	3	5	1	5	2	2	16	16	16
GP	F	16	U	>3	ensembles	2	3	other	other	reput_ecole	mere	1	2	0	oui	oui	oui	oui	oui	oui	non	non	4	4	3	1	3	4	6	8	10	10
GP	F	17	U	>3	ensembles	1	1	other	other	pref_cours	mere	1	2	0	non	oui	oui	non	non	oui	non	non	4	4	4	1	3	1	4	9	9	10
GP	F	17	R	>3	ensembles	2	2	other	other	reput_ecole	mere	1	1	0	non	oui	non	non	oui	oui	oui	non	5	3	2	1	2	3	18	7	6	6
GP	F	16	R	>3	ensembles	2	2	services	services	reput_ecole	mere	2	4	0	non	oui	oui	oui	non	oui	oui	non	5	3	5	1	1	5	6	10	10	11
GP	F	17	U	>3	ensembles	3	4	at_home	services	proche_maison	mere	1	3	1	non	oui	oui	non	oui	oui	oui	oui	4	4	3	3	4	5	28	10	9	9
GP	F	16	U	>3	separes	3	1	services	other	pref_cours	mere	1	2	3	non	oui	oui	non	oui	oui	oui	non	2	3	3	2	2	4	5	7	7	7
GP	F	16	U	>3	ensembles	4	3	teacher	other	autre	mere	1	2	0	non	non	oui	oui	oui	oui	oui	oui	1	3	2	1	1	1	10	11	12	13
GP	F	16	U	>3	ensembles	1	1	at_home	other	proche_maison	mere	2	1	0	non	oui	oui	non	oui	oui	non	non	4	3	2	1	4	5	6	9	9	10
GP	F	17	R	>3	ensembles	4	3	teacher	other	reput_ecole	mere	2	3	0	non	oui	oui	oui	oui	oui	oui	oui	4	4	2	1	1	4	6	7	7	7
GP	F	19	U	>3	ensembles	3	3	other	other	reput_ecole	autre	1	4	0	non	oui	oui	oui	oui	oui	oui	non	4	3	3	1	2	3	10	8	8	8
GP	M	17	U	<=3	ensembles	4	4	services	other	proche_maison	mere	1	2	0	non	oui	oui	non	oui	oui	oui	oui	5	3	5	4	5	3	13	12	12	13
GP	F	16	U	>3	separes	2	2	other	other	reput_ecole	mere	1	2	0	oui	oui	oui	non	oui	oui	oui	non	3	3	4	1	1	4	0	12	13	14
GP	M	18	U	>3	ensembles	2	2	services	other	proche_maison	mere	1	2	1	non	oui	oui	oui	oui	oui	oui	non	4	4	4	2	4	5	15	6	7	8
GP	F	17	R	<=3	ensembles	4	4	services	other	autre	mere	1	1	0	non	oui	oui	non	oui	oui	non	non	5	2	1	1	2	3	12	8	10	10
GP	F	17	U	<=3	ensembles	3	2	other	other	reput_ecole	mere	2	2	0	non	non	oui	non	oui	oui	oui	non	4	4	4	1	3	1	2	14	15	15
GP	F	17	U	>3	ensembles	4	3	other	other	reput_ecole	mere	1	2	2	non	non	oui	non	oui	oui	oui	oui	3	4	5	2	4	1	22	6	6	4
GP	M	18	U	<=3	ensembles	3	3	services	health	proche_maison	pere	1	2	1	non	oui	oui	non	oui	oui	oui	non	3	2	4	2	4	4	13	6	6	8
GP	F	17	U	>3	ensembles	2	3	at_home	other	proche_maison	pere	2	1	0	non	oui	oui	non	oui	oui	non	non	3	3	3	1	4	3	3	7	7	8
GP	F	17	U	>3	ensembles	2	2	at_home	at_home	pref_cours	mere	1	3	0	non	oui	oui	oui	oui	oui	oui	non	4	3	3	1	1	4	4	9	10	10
GP	F	17	R	>3	ensembles	2	1	at_home	services	reput_ecole	mere	2	2	0	non	oui	non	oui	oui	oui	oui	non	4	2	5	1	2	5	2	6	6	6
GP	F	17	U	>3	ensembles	1	1	at_home	other	reput_ecole	mere	1	3	1	non	oui	non	oui	oui	oui	non	oui	4	3	4	1	1	5	0	6	5	0
GP	F	16	U	>3	ensembles	2	3	services	teacher	autre	mere	1	2	0	oui	non	non	non	oui	oui	oui	non	2	3	1	1	1	3	2	16	16	17
GP	M	18	U	>3	ensembles	2	2	other	other	proche_maison	mere	2	2	0	non	oui	oui	non	oui	oui	oui	non	3	3	3	5	5	4	0	12	13	13
GP	F	16	U	>3	ensembles	4	4	teacher	services	proche_maison	mere	1	3	0	non	oui	non	oui	non	oui	oui	non	5	3	2	1	1	5	0	13	13	14
GP	F	18	R	>3	ensembles	3	1	other	other	reput_ecole	mere	1	2	1	non	non	non	oui	oui	oui	oui	oui	5	3	3	1	1	4	16	9	8	7
GP	F	17	U	>3	ensembles	3	2	other	other	pref_cours	mere	1	2	0	non	non	non	oui	non	oui	oui	non	5	3	4	1	3	3	10	16	15	15
GP	M	17	U	<=3	ensembles	2	3	services	services	reput_ecole	pere	1	2	0	non	oui	oui	non	non	oui	oui	non	5	3	3	1	3	3	2	12	11	12
GP	M	18	U	<=3	ensembles	2	1	at_home	other	pref_cours	mere	4	2	0	oui	oui	oui	oui	oui	oui	oui	oui	4	3	2	4	5	3	14	10	8	9
GP	F	17	U	>3	separes	2	1	other	other	pref_cours	mere	2	3	0	non	non	non	oui	oui	oui	oui	oui	3	2	3	1	2	3	10	12	10	12
GP	F	17	U	<=3	ensembles	4	3	health	other	reput_ecole	pere	1	2	0	non	non	non	oui	oui	oui	oui	oui	3	2	3	1	2	3	14	13	13	14
GP	M	17	R	>3	ensembles	2	2	other	other	pref_cours	pere	2	2	0	non	oui	oui	oui	oui	oui	oui	non	4	5	2	1	1	1	4	11	11	11
GP	M	17	U	>3	ensembles	4	4	teacher	teacher	reput_ecole	mere	1	2	0	oui	oui	non	oui	oui	oui	oui	oui	4	5	5	1	3	2	14	11	9	9
GP	M	16	U	>3	ensembles	4	4	health	other	reput_ecole	pere	1	2	0	non	oui	oui	oui	oui	oui	oui	non	4	2	4	2	4	1	2	14	13	13
GP	M	16	U	<=3	ensembles	1	1	other	other	proche_maison	mere	2	2	0	non	oui	oui	non	oui	oui	oui	non	3	4	2	1	1	5	18	9	7	6
GP	M	16	U	>3	ensembles	3	2	at_home	other	reput_ecole	mere	2	3	0	non	non	non	oui	oui	oui	oui	oui	5	3	3	1	3	2	10	11	9	10
GP	M	17	U	<=3	ensembles	2	2	other	other	proche_maison	pere	1	2	0	non	non	oui	oui	non	oui	oui	oui	4	4	2	5	5	4	4	14	13	13
GP	F	16	U	>3	ensembles	2	1	other	other	proche_maison	mere	1	1	0	non	non	non	non	oui	oui	oui	oui	4	5	2	1	1	5	20	13	12	12
GP	F	17	R	>3	ensembles	2	1	at_home	services	pref_cours	mere	3	2	0	non	non	non	oui	oui	oui	non	non	2	1	1	1	1	3	2	13	11	11
GP	M	18	U	>3	ensembles	2	2	other	services	reput_ecole	pere	1	2	1	non	non	non	non	oui	non	oui	non	5	5	4	3	5	2	0	7	7	0
GP	M	17	U	<=3	ensembles	4	3	health	other	pref_cours	mere	2	2	0	non	non	non	oui	oui	oui	oui	oui	2	5	5	1	4	5	14	12	12	12
GP	M	17	R	<=3	separes	4	4	teacher	other	pref_cours	mere	2	2	0	non	oui	oui	non	oui	oui	oui	non	3	3	3	2	3	4	2	10	11	12
GP	M	16	U	<=3	ensembles	4	3	teacher	other	pref_cours	mere	1	1	0	non	non	non	oui	non	oui	oui	non	5	4	5	1	1	3	0	6	0	0
GP	M	16	U	>3	ensembles	4	4	services	services	pref_cours	mere	1	1	0	non	non	non	oui	oui	oui	oui	non	5	3	2	1	2	5	0	13	12	12
GP	F	18	U	>3	ensembles	2	1	other	other	pref_cours	autre	2	3	0	non	oui	oui	non	non	oui	oui	oui	4	4	4	1	1	3	0	7	0	0
GP	M	16	U	>3	ensembles	2	1	other	other	pref_cours	mere	3	1	0	non	non	non	non	oui	oui	oui	non	4	3	3	1	1	4	6	18	18	18
GP	M	17	U	>3	ensembles	2	3	other	other	pref_cours	pere	2	1	0	non	non	non	non	oui	oui	oui	non	5	2	2	1	1	2	4	12	12	13
GP	M	22	U	>3	ensembles	3	1	services	services	autre	mere	1	1	3	non	non	non	non	non	non	oui	oui	5	4	5	5	5	1	16	6	8	8
GP	M	18	R	<=3	ensembles	3	3	other	services	pref_cours	mere	1	2	1	non	oui	non	non	oui	oui	oui	oui	4	3	3	1	3	5	8	3	5	5
GP	M	16	U	>3	ensembles	0	2	other	other	autre	mere	1	1	0	non	non	oui	non	non	oui	oui	non	4	3	2	2	4	5	0	13	15	15
GP	M	18	U	>3	ensembles	3	2	services	other	pref_cours	mere	2	1	1	non	non	non	non	oui	non	oui	non	4	4	5	2	4	5	0	6	8	8
GP	M	16	U	>3	ensembles	3	3	at_home	other	reput_ecole	autre	3	2	0	oui	oui	non	non	non	oui	oui	non	5	3	3	1	3	2	6	7	10	10
GP	M	18	U	>3	ensembles	2	1	services	services	autre	mere	1	1	1	non	non	non	non	non	non	oui	non	3	2	5	2	5	5	4	6	9	8
GP	M	16	R	>3	ensembles	2	1	other	other	pref_cours	mere	2	1	0	non	non	non	oui	non	oui	non	non	3	3	2	1	3	3	0	8	9	8
GP	M	17	R	>3	ensembles	2	1	other	other	pref_cours	mere	1	1	0	non	non	non	non	non	oui	oui	non	4	4	2	2	4	5	0	8	12	12
GP	M	17	U	<=3	ensembles	1	1	health	other	pref_cours	mere	2	1	1	non	oui	non	oui	oui	oui	oui	non	4	4	4	1	2	5	2	7	9	8
GP	F	17	U	<=3	ensembles	4	2	teacher	services	reput_ecole	mere	1	4	0	non	oui	oui	oui	oui	oui	oui	non	4	2	3	1	1	4	6	14	12	13
GP	M	19	U	<=3	separes	4	3	services	at_home	reput_ecole	mere	1	2	0	non	oui	non	non	oui	oui	oui	non	4	3	1	1	1	1	12	11	11	11
GP	M	18	U	>3	ensembles	2	1	other	other	proche_maison	mere	1	2	0	non	non	non	oui	oui	oui	oui	non	5	2	4	1	2	4	8	15	14	14
GP	F	17	U	<=3	ensembles	2	2	services	services	pref_cours	pere	1	4	0	non	non	oui	oui	oui	oui	oui	oui	3	4	1	1	1	2	0	10	9	0
GP	F	18	U	>3	ensembles	4	3	services	other	proche_maison	pere	1	2	0	non	oui	oui	non	oui	oui	oui	oui	3	1	2	1	3	2	21	17	18	18
GP	M	18	U	>3	ensembles	4	3	teacher	other	pref_cours	mere	1	2	0	non	oui	oui	non	non	oui	oui	non	4	3	2	1	1	3	2	8	8	8
GP	M	18	R	>3	ensembles	3	2	other	other	pref_cours	mere	1	3	0	non	non	non	oui	non	oui	non	non	5	3	2	1	1	3	1	13	12	12
GP	F	17	U	>3	ensembles	3	3	other	other	proche_maison	mere	1	3	0	non	non	non	oui	non	oui	non	non	3	2	3	1	1	4	4	10	9	9
GP	F	18	U	>3	ensembles	2	2	at_home	services	proche_maison	mere	1	3	0	non	oui	oui	oui	oui	oui	oui	oui	4	3	3	1	1	3	0	9	10	0
GP	M	18	R	<=3	separes	3	4	other	other	reput_ecole	mere	2	2	0	non	oui	oui	oui	oui	oui	oui	non	4	2	5	3	4	1	13	17	17	17
GP	M	17	U	>3	ensembles	3	1	services	other	autre	mere	1	2	0	non	non	oui	oui	oui	oui	oui	oui	5	4	4	3	4	5	2	9	9	10
GP	F	18	R	>3	ensembles	4	4	teacher	other	reput_ecole	mere	2	2	0	non	non	oui	oui	oui	oui	oui	non	4	3	4	2	2	4	8	12	10	11
GP	M	18	U	>3	ensembles	4	2	health	other	reput_ecole	pere	1	2	0	non	oui	oui	oui	oui	oui	oui	oui	5	4	5	1	3	5	10	10	9	10
GP	F	18	R	>3	ensembles	2	1	other	other	reput_ecole	mere	2	2	0	non	oui	non	non	oui	non	oui	oui	4	3	5	1	2	3	0	6	0	0
GP	F	19	U	>3	ensembles	3	3	other	services	proche_maison	autre	1	2	2	non	oui	oui	oui	oui	oui	oui	non	4	3	5	3	3	5	15	9	9	9
GP	F	18	U	>3	ensembles	2	3	other	services	reput_ecole	pere	1	4	0	non	oui	oui	oui	oui	oui	oui	oui	4	5	5	1	3	2	4	15	14	14
GP	F	18	U	<=3	ensembles	1	1	other	other	proche_maison	mere	2	2	0	non	oui	oui	non	non	oui	non	non	4	4	3	1	1	3	2	11	11	11
GP	M	17	R	>3	ensembles	1	2	at_home	at_home	proche_maison	mere	1	2	0	non	oui	oui	oui	non	oui	non	oui	3	5	2	2	2	1	2	15	14	14
GP	F	17	U	>3	ensembles	2	4	at_home	health	reput_ecole	mere	2	2	0	non	oui	oui	non	oui	oui	oui	oui	4	3	3	1	1	1	2	10	10	10
GP	F	17	U	<=3	ensembles	2	2	services	other	pref_cours	mere	2	2	0	oui	oui	oui	non	oui	oui	oui	oui	4	4	4	2	3	5	6	12	12	12
GP	F	18	R	>3	separes	3	2	other	services	proche_maison	mere	2	2	0	non	non	non	non	non	non	oui	oui	4	1	1	1	1	5	75	10	9	9
GP	M	18	U	>3	ensembles	4	4	teacher	services	proche_maison	mere	2	1	0	non	non	oui	oui	oui	oui	oui	non	3	2	4	1	4	3	22	9	9	9
GP	F	18	U	>3	ensembles	4	4	health	health	reput_ecole	pere	1	2	1	oui	oui	non	oui	oui	oui	oui	oui	2	4	4	1	1	4	15	9	8	8
GP	M	18	U	<=3	ensembles	4	3	teacher	services	pref_cours	mere	2	1	0	non	non	oui	oui	oui	oui	oui	non	4	2	3	1	2	1	8	10	11	10
GP	M	17	U	<=3	separes	4	1	services	other	proche_maison	mere	2	1	0	non	non	oui	oui	oui	oui	oui	oui	4	5	4	2	4	5	30	8	8	8
GP	M	17	U	<=3	separes	3	2	teacher	services	proche_maison	mere	1	1	1	non	non	non	non	oui	oui	oui	non	4	4	4	3	4	3	19	11	9	10
GP	F	18	R	<=3	ensembles	1	1	at_home	other	reput_ecole	mere	2	4	0	non	oui	oui	oui	oui	oui	non	non	5	2	2	1	1	3	1	12	12	12
GP	F	18	U	>3	ensembles	1	1	other	other	proche_maison	mere	2	2	0	oui	non	non	oui	oui	oui	oui	non	5	4	4	1	1	4	4	8	9	10
GP	F	17	U	>3	ensembles	2	2	other	other	pref_cours	mere	1	2	0	non	oui	non	non	non	oui	oui	non	5	4	5	1	2	5	4	10	9	11
GP	M	17	U	>3	ensembles	1	1	other	other	reput_ecole	pere	1	2	0	non	non	oui	non	non	oui	oui	non	4	3	3	1	2	4	2	12	10	11
GP	F	18	U	>3	ensembles	2	2	at_home	at_home	autre	mere	1	3	0	non	oui	oui	non	oui	oui	oui	non	4	3	3	1	2	2	5	18	18	19
GP	F	17	U	>3	ensembles	1	1	services	teacher	reput_ecole	mere	1	3	0	non	oui	oui	non	oui	oui	oui	non	4	3	3	1	1	3	6	13	12	12
GP	M	18	U	>3	ensembles	2	1	services	services	reput_ecole	mere	1	3	0	non	non	oui	oui	oui	oui	oui	non	4	2	4	1	3	2	6	15	14	14
GP	M	18	U	<=3	separes	4	4	teacher	teacher	reput_ecole	mere	1	2	0	non	oui	oui	oui	oui	oui	oui	non	5	4	3	1	1	2	9	15	13	15
GP	M	18	U	>3	ensembles	4	2	teacher	other	proche_maison	mere	1	2	0	non	oui	oui	oui	oui	oui	oui	oui	4	3	2	1	4	5	11	12	11	11
GP	F	17	U	>3	ensembles	4	3	health	services	reput_ecole	mere	1	3	0	non	oui	oui	non	oui	oui	oui	non	4	2	2	1	2	3	0	15	15	15
GP	F	18	U	<=3	ensembles	2	1	services	at_home	reput_ecole	mere	1	2	1	non	non	non	non	oui	oui	oui	oui	5	4	3	1	1	5	12	12	12	13
GP	F	17	R	<=3	ensembles	3	1	services	other	reput_ecole	mere	2	4	0	non	oui	oui	non	oui	oui	non	non	3	1	2	1	1	3	6	18	18	18
GP	M	18	R	<=3	ensembles	3	2	services	other	reput_ecole	mere	2	3	0	non	oui	oui	oui	oui	oui	oui	non	5	4	2	1	1	4	8	14	13	14
GP	M	17	U	>3	ensembles	3	3	health	other	proche_maison	mere	1	1	0	non	oui	oui	non	oui	oui	oui	non	4	4	3	1	3	5	4	14	12	11
GP	F	19	U	>3	ensembles	4	4	health	other	reput_ecole	autre	2	2	0	non	oui	oui	oui	oui	oui	oui	non	2	3	4	2	3	2	0	10	9	0
GP	F	18	U	<=3	ensembles	4	3	other	other	proche_maison	autre	2	2	0	non	oui	oui	non	oui	oui	oui	oui	4	4	5	1	2	2	10	10	8	8
GP	F	18	U	>3	ensembles	4	3	other	other	reput_ecole	pere	1	4	0	non	oui	oui	non	oui	oui	oui	non	4	3	3	1	1	3	0	14	13	14
GP	M	18	U	<=3	ensembles	4	4	teacher	teacher	proche_maison	mere	1	1	0	non	oui	oui	non	oui	oui	oui	oui	1	4	2	2	2	1	5	16	15	16
GP	F	18	U	<=3	separes	4	4	health	other	proche_maison	mere	1	2	0	non	oui	non	non	oui	oui	oui	oui	4	2	4	1	1	4	14	12	10	11
GP	M	17	U	<=3	ensembles	4	4	other	teacher	proche_maison	pere	2	1	0	non	non	oui	non	oui	oui	oui	non	4	1	1	2	2	5	0	11	11	10
GP	F	17	U	>3	ensembles	4	2	other	other	reput_ecole	mere	2	3	0	non	oui	oui	non	oui	oui	oui	non	4	3	3	1	1	3	0	15	12	14
GP	F	17	U	>3	ensembles	3	2	health	health	reput_ecole	pere	1	4	0	non	oui	oui	oui	non	oui	oui	non	5	2	2	1	2	5	0	17	17	18
GP	M	19	U	>3	ensembles	3	3	other	other	proche_maison	autre	1	2	1	non	oui	non	oui	oui	oui	oui	oui	4	4	4	1	1	3	20	15	14	13
GP	F	18	U	>3	ensembles	2	4	services	at_home	reput_ecole	autre	1	2	1	non	oui	oui	oui	oui	oui	oui	non	4	4	3	1	1	3	8	14	12	12
GP	M	20	U	>3	separes	3	2	services	other	pref_cours	autre	1	1	0	non	non	non	oui	oui	oui	non	non	5	5	3	1	1	5	0	17	18	18
GP	M	19	U	>3	ensembles	4	4	teacher	services	reput_ecole	autre	2	1	1	non	oui	oui	non	oui	oui	oui	oui	4	3	4	1	1	4	38	8	9	8
GP	M	19	R	>3	ensembles	3	3	other	services	reput_ecole	pere	1	2	1	non	non	non	oui	oui	oui	non	oui	4	5	3	1	2	5	0	15	12	12
GP	F	19	U	<=3	ensembles	1	1	at_home	other	reput_ecole	autre	1	2	1	oui	oui	non	oui	non	oui	oui	non	4	4	3	1	3	3	18	12	10	10
GP	F	19	U	<=3	ensembles	1	2	services	services	proche_maison	autre	1	2	1	non	non	non	oui	non	oui	non	oui	4	2	4	2	2	3	0	9	9	0
GP	F	19	U	>3	ensembles	2	1	at_home	other	autre	autre	3	2	0	non	oui	non	non	oui	non	oui	oui	3	4	1	1	1	2	20	14	12	13
GP	M	19	U	>3	ensembles	1	2	other	services	pref_cours	autre	1	2	1	non	non	non	non	non	oui	oui	non	4	5	2	2	2	4	3	13	11	11
GP	F	19	U	<=3	ensembles	3	2	services	other	reput_ecole	autre	2	2	1	non	oui	oui	non	non	oui	oui	oui	4	2	2	1	2	1	22	13	10	11
GP	F	19	U	>3	ensembles	1	1	at_home	health	proche_maison	autre	1	3	2	non	non	non	non	non	oui	oui	oui	4	1	2	1	1	3	14	15	13	13
GP	F	19	R	>3	ensembles	2	3	other	other	reput_ecole	autre	1	3	1	non	non	non	non	oui	oui	oui	oui	4	1	2	1	1	3	40	13	11	11
GP	F	18	U	>3	ensembles	2	1	services	other	pref_cours	mere	2	2	0	non	oui	oui	oui	oui	oui	oui	non	5	3	3	1	2	1	0	8	8	0
GP	F	18	U	>3	ensembles	4	3	other	other	pref_cours	mere	1	3	0	non	oui	oui	oui	oui	oui	oui	oui	4	3	4	1	1	5	9	9	10	9
GP	F	17	R	>3	ensembles	3	4	at_home	services	pref_cours	pere	1	3	0	non	oui	oui	oui	non	oui	oui	non	4	3	4	2	5	5	0	11	11	10
GP	F	18	U	>3	ensembles	4	4	teacher	other	pref_cours	mere	1	2	0	non	oui	oui	non	oui	oui	oui	non	4	4	4	3	3	5	2	11	11	11
GP	F	17	U	>3	separes	4	3	services	services	pref_cours	mere	1	2	0	non	oui	oui	non	oui	oui	oui	oui	5	2	2	1	2	5	23	13	13	13
GP	F	17	U	>3	ensembles	2	2	other	other	pref_cours	mere	1	2	0	non	oui	non	non	oui	oui	non	oui	4	2	2	1	1	3	12	11	9	9
GP	F	17	R	<=3	ensembles	2	2	services	services	pref_cours	mere	1	3	0	non	oui	oui	oui	oui	oui	oui	non	3	3	2	2	2	3	3	11	11	11
GP	F	17	U	>3	ensembles	3	1	services	services	pref_cours	pere	1	3	0	non	oui	non	non	non	oui	oui	non	3	4	3	2	3	5	1	12	14	15
GP	F	17	U	<=3	ensembles	0	2	at_home	at_home	proche_maison	pere	2	3	0	non	non	non	non	oui	oui	oui	non	3	3	3	2	3	2	0	16	15	15
GP	M	18	U	>3	ensembles	4	4	other	other	pref_cours	mere	1	3	0	non	non	non	oui	oui	oui	oui	non	4	3	3	2	2	3	3	9	12	11
GP	M	17	U	>3	ensembles	3	3	other	services	reput_ecole	mere	1	1	0	non	non	non	oui	non	oui	oui	non	4	3	5	3	5	5	3	14	15	16
GP	M	17	R	>3	ensembles	2	2	services	other	pref_cours	mere	4	1	0	non	oui	non	non	oui	oui	oui	non	4	4	5	5	5	4	8	11	10	10
GP	F	17	U	>3	ensembles	4	4	teacher	services	pref_cours	mere	1	3	0	non	oui	oui	oui	oui	oui	oui	non	5	4	4	1	3	4	7	10	9	9
GP	F	17	U	>3	ensembles	4	4	teacher	teacher	pref_cours	mere	2	3	0	non	oui	oui	non	non	oui	oui	oui	4	3	3	1	2	4	4	14	14	14
GP	M	18	U	<=3	ensembles	2	2	other	other	pref_cours	mere	1	4	0	non	oui	non	oui	oui	oui	oui	non	4	5	5	2	4	5	2	9	8	8
GP	F	17	R	>3	ensembles	2	4	at_home	other	pref_cours	pere	1	3	0	non	oui	non	non	oui	oui	oui	oui	4	4	3	1	1	5	7	12	14	14
GP	F	18	U	>3	ensembles	3	3	services	services	proche_maison	mere	1	2	0	non	non	non	oui	oui	oui	oui	non	5	3	4	1	1	4	0	7	0	0
GP	F	18	U	<=3	ensembles	2	2	other	other	proche_maison	autre	1	2	0	non	non	non	oui	non	oui	oui	oui	4	3	3	1	1	2	0	8	8	0
